[2010-03-06 23:34] [Money Transfer From Joshua Fraser To: Jane Cooks] Value: 200$
[2010-03-06 23:34] [Money Transfer From Jane Cooks To: Joshua Fraser] Value: 50$
[2010-03-06 23:34] [Money Transfer From Jane Cooks To: Joshua Fraser] Value: 50$
[2010-03-06 23:34] [Money Transfer From Jane Cooks To: Joshua Fraser] Value: 50$
[2010-03-06 23:34] [Money Transfer From Jane Cooks To: Joshua Fraser] Value: 50$
[2010-03-06 23:38] [Money Transfer From Jordi Castro To: Ryan Nash] Value: 10$
[2010-03-06 23:54] [Money Transfer From Sarah Paterno To: Kathrine Fields] Value: 50$
[2010-03-07 00:01] [Money Transfer From Nikolai Kozersky To: Negara Madalin] Value: 50$
[2010-03-07 00:05] [Money Transfer From Sarah Paterno To: Kathrine Fields] Value: 399$
[2010-03-07 00:10] [Money Transfer From Vlad Kovalsky To: Joe Kzekov] Value: 250$
[2010-03-07 00:18] [Money Transfer From Ryan Nash To: Ivo Bostrom] Value: 400$
[2010-03-07 00:22] [Money Transfer From Raymond Straight To: Joseph McVey] Value: 30$
[2010-03-07 00:30] [Money Transfer From Nikolai Kozersky To: Negara Madalin] Value: 100$
[2010-03-07 00:44] [Money Transfer From Timothy York To: Steve Downy] Value: 30$
[2010-03-07 01:02] [Money Transfer From Jimmy Sanders To: Joshua Loyd] Value: 100$
[2010-03-07 01:10] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 20000$
[2010-03-07 01:11] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 20000$
[2010-03-07 01:11] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 20000$
[2010-03-07 01:22] [Money Transfer From Paul Fazioli To: Michael Ricciotti] Value: 1000$
[2010-03-07 01:25] [Money Transfer From Huang Lee To: Hiroshi Oshiro] Value: 2184$
[2010-03-07 01:31] [Money Transfer From Negara Madalin To: Dorobantu Daniel] Value: 10000$
[2010-03-07 01:43] [Money Transfer From Jimmy Sanders To: Adam Benjamin] Value: 100$
[2010-03-07 02:02] [Money Transfer From Marshal Carfield To: Chris Gary] Value: 4000$
[2010-03-07 02:03] [Money Transfer From Chris Gary To: Patrick Andersson] Value: 4000$
[2010-03-07 02:03] [Money Transfer From Patrick Andersson To: Marshal Carfield] Value: 4000$
[2010-03-07 02:39] [Money Transfer From Hiroshi Oshiro To: David Johnson] Value: 250$
[2010-03-07 02:39] [Money Transfer From Hiroshi Oshiro To: Jack Shakur] Value: 250$
[2010-03-07 02:39] [Money Transfer From Hiroshi Oshiro To: Chris Gambetti] Value: 250$
[2010-03-07 03:13] [Money Transfer From Hiroshi Oshiro To: Daisuke Oshiro] Value: 2184$
[2010-03-07 03:29] [Money Transfer From Enrique Thompson To: Andres Castro] Value: 125$
[2010-03-07 03:30] [Money Transfer From Luke Matos To: Edd Brown] Value: 10$
[2010-03-07 03:30] [Money Transfer From Jamie Reeves To: Duke Garvey] Value: 67$
[2010-03-07 03:33] [Money Transfer From Ling Osuka To: Edd Brown] Value: 14$
[2010-03-07 03:35] [Money Transfer From Nathan Garcia To: Edd Brown] Value: 20$
[2010-03-07 03:36] [Money Transfer From Daniel Baker To: Ronan McMurphy] Value: 50$
[2010-03-07 03:41] [Money Transfer From Jimmy Sanders To: Ronan McMurphy] Value: 100$
[2010-03-07 03:41] [Money Transfer From Enrique Thompson To: Levi Robinson] Value: 1100$
[2010-03-07 03:47] [Money Transfer From Jimmy Sanders To: Santiago Cortez] Value: 20000$
[2010-03-07 04:13] [Money Transfer From Jimmy Sanders To: Malcolm King] Value: 5$
[2010-03-07 04:16] [Money Transfer From Marshal Carfield To: Malcolm King] Value: 5$
[2010-03-07 04:25] [Money Transfer From Daniel Baker To: Santiago Cortez] Value: 50000$
[2010-03-07 04:35] [Money Transfer From Michael Ricciotti To: Nicholas Pacitti] Value: 8500$
[2010-03-07 05:03] [Money Transfer From Kitagaki Mitsuharu To: Hachemon Abukaru] Value: 20000$
[2010-03-07 06:09] [Money Transfer From Jay Carey To: Tim Jesuson] Value: 513$
[2010-03-07 06:14] [Money Transfer From Jay Carey To: Tim Jesuson] Value: 1000$
[2010-03-07 06:31] [Money Transfer From Joshua Loyd To: Tim Jesuson] Value: 900$
[2010-03-07 06:50] [Money Transfer From Joshua Loyd To: Tim Jesuson] Value: 58$
[2010-03-07 06:50] [Money Transfer From Joshua Loyd To: Tim Jesuson] Value: 100$
[2010-03-07 06:52] [Money Transfer From Joshua Loyd To: Tim Jesuson] Value: 100$
[2010-03-07 06:59] [Money Transfer From Joseph McVey To: Edd Brown] Value: 20$
[2010-03-07 07:00] [Money Transfer From Adam Benjamin To: Jack Quinn] Value: 2500$
[2010-03-07 07:02] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 1$
[2010-03-07 07:02] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 10$
[2010-03-07 07:02] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 100$
[2010-03-07 07:03] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 1000$
[2010-03-07 07:03] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 10000$
[2010-03-07 07:03] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 100000$
[2010-03-07 07:08] [Money Transfer From Joseph McVey To: Carol Andersson] Value: 120$
[2010-03-07 07:15] [Money Transfer From Medwin Metz To: Maccer Davidson] Value: 1$
[2010-03-07 07:23] [Money Transfer From Jay Carey To: Tim Jesuson] Value: 100$
[2010-03-07 07:33] [Money Transfer From Kyohei Makasaru To: Jack Quinn] Value: 100$
[2010-03-07 07:36] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 1000$
[2010-03-07 07:36] [Money Transfer From Patrick Andersson To: Carol Andersson] Value: 10000$
[2010-03-07 07:40] [Money Transfer From Kyohei Makasaru To: Adam Benjamin] Value: 1000$
[2010-03-07 07:50] [Money Transfer From Adam Benjamin To: Joseph McVey] Value: 20$
[2010-03-07 07:55] [Money Transfer From Ashley Greene To: Tim Jesuson] Value: 1500$
[2010-03-07 07:56] [Money Transfer From Tim Jesuson To: Ashley Greene] Value: 50$
[2010-03-07 08:00] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:02] [Money Transfer From Patrick Andersson To: Adam Benjamin] Value: 200$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:03] [Money Transfer From Tim Jesuson To: Jay Carey] Value: 50$
[2010-03-07 08:04] [Money Transfer From Tim Jesuson To: Patrick Andersson] Value: 1871$
[2010-03-07 08:04] [Money Transfer From Patrick Andersson To: Jay Carey] Value: 1871$
[2010-03-07 08:08] [Money Transfer From Medwin Metz To: Vladimir Burin] Value: 100$
[2010-03-07 08:15] [Money Transfer From Mark Linn To: Garry Jenkins] Value: 60$
[2010-03-07 08:35] [Money Transfer From Enrique Thompson To: Jack Quinn] Value: 3000$
[2010-03-07 08:38] [Money Transfer From Jack Quinn To: Adam Benjamin] Value: 1500$
[2010-03-07 08:42] [Money Transfer From Frank Paterno To: Richard Williams] Value: 51$
[2010-03-07 08:51] [Money Transfer From Ashley Greene To: Kathrine Fields] Value: 20000$
[2010-03-07 09:23] [Money Transfer From Medwin Metz To: Kahni Kingston] Value: 95$
[2010-03-07 09:26] [Money Transfer From Ike Hemlock To: Richard Williams] Value: 200$
[2010-03-07 09:32] [Money Transfer From Richard Williams To: Ike Hemlock] Value: 50$
[2010-03-07 09:43] [Money Transfer From Richard Williams To: Matsuko Kenshin] Value: 50$
[2010-03-07 09:45] [Money Transfer From Drew Bronson To: Adam Benjamin] Value: 62$
[2010-03-07 09:51] [Money Transfer From Negara Madalin To: Adam Benjamin] Value: 250$
[2010-03-07 10:03] [Money Transfer From Rinus Krimpen To: Adam Benjamin] Value: 6000$
[2010-03-07 10:07] [Money Transfer From Matsuko Kenshin To: Dale Greene] Value: 95$
[2010-03-07 10:22] [Money Transfer From Matt Callahan To: Edd Brown] Value: 40$
[2010-03-07 10:24] [Money Transfer From Rinus Krimpen To: Tinne Spoel] Value: 4250$
[2010-03-07 10:42] [Money Transfer From Garry Jenkins To: Adam Benjamin] Value: 1$
[2010-03-07 10:46] [Money Transfer From Jick Nick To: Matt Callahan] Value: 8000$
[2010-03-07 10:54] [Money Transfer From Aleksey Gavrilov To: Carl James] Value: 15000$
[2010-03-07 10:55] [Money Transfer From Adam Benjamin To: Garry Jenkins] Value: 4999$
[2010-03-07 10:59] [Money Transfer From Ashley Greene To: Dale Greene] Value: 44000$
